# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 21:07:36 2012
#
pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_radj,pl_radj,pl_dens,pl_orbincl,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,st_bmvj,pl_rade,pl_disc
Kepler-11,e,Transit,31.99590000,0.194000,0.000000,0.02600,0.404,0.404,0.50000,88.800,,,5685.00,,1.06,,,,4.520,2011
Kepler-11,f,Transit,46.68876000,0.250000,0.000000,0.00700,0.233,0.233,0.70000,89.400,,,5685.00,,1.06,,,,2.610,2011
Kepler-11,g,Transit,118.37774000,0.462000,0.000000,0.94400,0.327,0.327,,89.800,,,5685.00,,1.06,,,,3.660,2011
Kepler-12,b,Transit,4.43796370,0.055600,0.010000,0.43100,1.695,1.695,0.11100,88.760,,,6011.00,,1.38,,,,18.999,2011
Kepler-14,b,Transit,6.79012300,,0.035000,8.40000,1.136,1.136,7.10000,90.000,,,6395.00,,1.63,,,,12.733,2011
Kepler-15,b,Transit,4.94278200,0.057140,0.060000,0.66000,0.960,0.960,0.93000,87.440,,,5786.00,,1.09,,,,10.760,2011
Kepler-16,b,Transit,228.77600000,0.704800,0.006900,0.33300,0.754,0.754,0.96400,90.032,,,4576.00,0.69,0.62,,,,8.449,2011
Kepler-17,b,Transit,1.48571080,0.026800,0.011000,2.47000,1.330,1.330,1.30000,87.200,,,5787.00,,1.05,,,,14.910,2011
Kepler-18,b,Transit,3.50472500,0.044700,0.000000,0.02200,0.178,0.178,4.90000,84.920,,,5385.00,,0.98,,,,2.000,2011
Kepler-18,c,Transit,7.64159000,0.075200,0.000000,0.05400,0.490,0.490,0.59000,87.680,,,5385.00,,0.98,,,,5.490,2011
Kepler-18,d,Transit,14.85888000,0.117200,0.000000,0.05200,0.623,0.623,0.27000,88.070,,,5385.00,,0.98,,,,6.980,2011
Kepler-19,b,Transit,9.28699440,,0.000000,0.06400,0.197,0.197,10.40000,89.940,,,5541.00,,0.86,,,,2.209,2011
Kepler-20,b,Transit,3.69612190,0.045370,0.320000,0.02700,0.170,0.170,6.50000,86.500,,,5443.00,0.90,0.94,,,,1.910,2011
Kepler-20,c,Transit,10.85409200,0.093000,0.400000,0.05100,0.274,0.274,2.91000,88.390,,,5443.00,0.90,0.94,,,,3.070,2011
Kepler-20,d,Transit,77.61184000,0.345300,0.600000,0.06300,0.245,0.245,4.07000,89.570,,,5443.00,0.90,0.94,,,,2.750,2011
Kepler-20,e,Transit,6.09849300,,0.280000,0.01000,0.077,0.077,,87.500,,,5443.00,0.90,0.94,,,,0.868,2011
Kepler-20,f,Transit,19.57706000,,0.320000,0.04500,0.092,0.092,,88.680,,,5443.00,0.90,0.94,,,,1.030,2011
Kepler-21,b,Transit,2.78575500,0.042507,0.000000,0.03300,0.146,0.146,12.90000,82.580,107.88,8.250,6131.00,,2.04,HD 179070,HIP 94112,0.518,1.635,2011
Kepler-22,b,Transit,289.86230000,0.849000,0.000000,0.11300,0.212,0.212,14.70000,89.764,,,5510.00,,0.85,,,,2.380,2011
Kepler-23,b,Transit,7.10730000,0.075000,,0.80000,0.170,0.170,,,,,5877.00,,1.74,,,,1.900,2012
Kepler-23,c,Transit,10.74210000,0.099000,,2.70000,0.285,0.285,,,,,5877.00,,1.74,,,,3.200,2012
Kepler-24,b,Transit,8.14530000,0.080000,,1.60000,0.214,0.214,,,,,5800.00,,1.10,,,,2.400,2012
Kepler-24,c,Transit,12.33350000,0.106000,,1.60000,0.250,0.250,,,,,5800.00,,1.10,,,,2.800,2012
Kepler-25,b,Transit,6.23850000,0.068000,,12.70000,0.232,0.232,,,,,6103.00,,1.66,,,,2.600,2012
Kepler-25,c,Transit,12.72040000,0.110000,,4.16000,0.401,0.401,,,,,6103.00,,1.66,,,,4.500,2012
Kepler-26,b,Transit,12.28290000,0.085000,,0.38000,0.321,0.321,,,,,4486.00,0.63,0.58,,,,3.600,2012
Kepler-26,c,Transit,17.25130000,0.107000,,0.37500,0.321,0.321,,,,,4486.00,0.63,0.58,,,,3.600,2012
Kepler-27,b,Transit,15.33480000,0.118000,,9.11000,0.357,0.357,,,,,5399.00,,0.92,,,,4.000,2012
Kepler-27,c,Transit,31.33090000,0.191000,,13.80000,0.437,0.437,,,,,5399.00,,0.92,,,,4.900,2012
Kepler-28,b,Transit,5.91230000,0.062000,,1.51000,0.321,0.321,,,,,4590.00,,0.74,,,,3.600,2012
Kepler-28,c,Transit,8.98580000,0.081000,,1.36000,0.303,0.303,,,,,4590.00,,0.74,,,,3.400,2012
Kepler-29,b,Transit,10.33760000,0.090000,,0.40000,0.321,0.321,,,,,5711.00,,0.86,,,,3.600,2012
Kepler-29,c,Transit,13.29070000,0.110000,,0.30000,0.259,0.259,,,,,5711.00,,0.86,,,,2.900,2012
Kepler-30,b,Transit,29.33434000,0.180000,0.042000,0.03600,0.348,0.348,1.02000,90.179,,,5461.00,,0.94,,,,3.900,2012
Kepler-30,c,Transit,60.32310500,0.300000,0.011100,2.01000,1.097,1.097,1.88000,90.323,,,5461.00,,0.94,,,,12.300,2012
Kepler-30,d,Transit,143.34394000,0.500000,0.022000,0.07300,0.785,0.785,0.19000,89.841,,,5461.00,,0.94,,,,8.800,2012
Kepler-31,b,Transit,20.86130000,0.160000,,,0.491,0.491,,,,,6345.00,1.16,1.10,,,,5.500,2012
Kepler-31,c,Transit,42.63180000,0.260000,,4.70000,0.473,0.473,,,,,6345.00,1.16,1.10,,,,5.300,2012
Kepler-32,b,Transit,5.90124000,0.050000,,4.10000,0.196,0.196,,,,,3911.00,,0.54,,,,2.200,2012
Kepler-32,c,Transit,8.75220000,0.090000,,0.50000,0.178,0.178,,,,,3911.00,,0.54,,,,2.000,2012
Kepler-33,b,Transit,5.66793000,0.067700,0.000000,,0.155,0.155,,86.390,,,5904.00,1.29,1.82,,,,1.740,2012
Kepler-33,c,Transit,13.17562000,0.118900,0.000000,,0.285,0.285,,88.190,,,5904.00,1.29,1.82,,,,3.200,2012
Kepler-33,d,Transit,21.77596000,0.166200,0.000000,,0.477,0.477,,88.710,,,5904.00,1.29,1.82,,,,5.350,2012
Kepler-33,e,Transit,31.78440000,0.213800,0.000000,,0.359,0.359,,88.940,,,5904.00,1.29,1.82,,,,4.020,2012
Kepler-33,f,Transit,41.02902000,0.253500,0.000000,,0.398,0.398,,89.170,,,5904.00,1.29,1.82,,,,4.460,2012
Kepler-34,b,Transit,288.82200000,1.089600,0.182000,0.22000,0.764,0.764,0.61300,90.355,,,5706.00,,1.03,,,,8.564,2012
Kepler-35,b,Transit,131.45800000,0.603470,0.042000,0.12700,0.728,0.728,0.41000,90.760,,,5359.00,,0.67,,,,8.160,2012
Kepler-36,b,Transit,13.83989000,0.115300,0.039000,0.01400,0.133,0.133,7.46000,90.010,470.00,,5911.00,1.07,1.63,,,,1.486,2012
Kepler-36,c,Transit,16.23855000,0.128300,0.033000,0.02500,0.328,0.328,0.89000,89.980,470.00,,5911.00,1.07,1.63,,,,3.679,2012
Kepler-38,b,Transit,105.59900000,0.463200,0.032000,,0.384,0.384,,89.442,600.00,,5623.00,0.94,1.75,,,,4.300,2012
Kepler-39,b,Transit,21.08740000,0.155000,0.121000,18.00000,1.220,1.220,12.40000,88.830,1200.00,,6260.00,1.10,1.39,,,,13.680,2011
Kepler-4,b,Transit,3.21346000,0.045600,0.000000,0.07700,0.357,0.357,1.91000,89.760,,,5858.00,,1.27,,,,4.002,2010
Kepler-40,b,Transit,6.87349000,0.080000,0.000000,2.20000,1.170,1.170,1.68000,89.700,2700.00,,6510.00,1.48,2.13,,,,13.110,2011
Kepler-41,b,Transit,1.85555800,0.030000,0.000000,0.55000,0.890,0.890,1.10000,88.300,770.00,,5620.00,1.12,1.02,,,,9.980,2011
Kepler-42,b,Transit,1.21376720,0.011600,,,0.070,0.070,,,38.70,,3068.00,0.13,0.17,,,,0.780,2012
Kepler-42,c,Transit,0.45328509,0.006000,,,0.065,0.065,,,38.70,,3068.00,0.13,0.17,,,,0.730,2012
Kepler-42,d,Transit,1.86516900,0.015400,,,0.051,0.051,,,38.70,,3068.00,0.13,0.17,,,,0.570,2012
Kepler-43,b,Transit,3.02409500,0.044900,0.025000,3.23000,1.200,1.200,2.33000,84.350,1950.00,,6041.00,1.32,1.42,,,,13.450,2011
Kepler-44,b,Transit,3.24674000,0.045500,0.021000,1.02000,1.240,1.240,0.65000,83.780,2250.00,,5757.00,1.19,1.52,,,,13.900,2011
Kepler-45,b,Transit,2.45523900,0.030000,0.110000,0.50500,0.960,0.960,0.80000,87.000,333.00,,3820.00,0.59,0.55,,,,10.760,2011
Kepler-46,b,Transit,33.60134000,0.196800,0.010000,6.00000,0.808,0.808,14.00000,89.038,855.00,,5155.00,0.90,0.94,,,,9.057,2012
Kepler-46,c,Transit,57.01100000,0.279900,0.014600,0.37600,,,,87.400,855.00,,5155.00,0.90,0.94,,,,,2012
Kepler-47,b,Transit,49.53200000,0.296200,0.035000,2.00000,0.270,0.270,,89.700,,,5636.00,1.04,0.96,,,,3.030,2012
Kepler-47,c,Transit,303.13700000,0.991000,0.411000,28.00000,0.411,0.411,,89.825,,,5636.00,1.04,0.96,,,,4.620,2012
Kepler-48,b,Transit,4.77798030,,,5.94000,0.191,0.191,,,,,5190.00,0.89,0.89,,,,2.140,2012
Kepler-48,c,Transit,9.67392830,,,11.61000,0.280,0.280,,,,,5190.00,0.89,0.89,,,,3.140,2012
Kepler-49,b,Transit,7.20379450,,,0.98000,0.243,0.243,,,,,3974.00,0.55,0.53,,,,2.720,2012
Kepler-49,c,Transit,10.91293430,,,0.72000,0.227,0.227,,,,,3974.00,0.55,0.53,,,,2.550,2012
Kepler-5,b,Transit,3.54846000,0.050640,0.024000,2.11400,1.431,1.431,0.89400,86.300,,,6297.00,,2.02,,,,16.040,2010
Kepler-50,b,Transit,7.81251240,,,0.10000,0.196,0.196,,,,,6058.00,1.23,1.88,,,,2.200,2012
Kepler-50,c,Transit,9.37613680,,,0.11000,0.249,0.249,,,,,6058.00,1.23,1.88,,,,2.790,2012
Kepler-51,b,Transit,45.15550230,,,3.23000,0.629,0.629,,,,,5803.00,1.00,0.91,,,,7.050,2012
Kepler-51,c,Transit,85.31286620,,,2.60000,0.509,0.509,,,,,5803.00,1.00,0.91,,,,5.710,2012
Kepler-52,b,Transit,7.87735650,,,8.70000,0.187,0.187,,,,,4075.00,0.54,0.52,,,,2.100,2012
Kepler-52,c,Transit,16.38500210,,,10.41000,0.164,0.164,,,,,4075.00,0.54,0.52,,,,1.840,2012
Kepler-53,b,Transit,18.64895250,,,18.41000,0.258,0.258,,,,,5858.00,0.98,0.89,,,,2.890,2012
Kepler-53,c,Transit,38.55830380,,,15.74000,0.283,0.283,,,,,5858.00,0.98,0.89,,,,3.170,2012
Kepler-54,b,Transit,8.01094340,,,0.92000,0.187,0.187,,,,,3705.00,0.51,0.50,,,,2.100,2012
Kepler-54,c,Transit,12.07172490,,,0.37000,0.110,0.110,,,,,3705.00,0.51,0.50,,,,1.230,2012
Kepler-55,b,Transit,27.94814490,,,1.49000,0.217,0.217,,,,,4362.00,0.62,0.58,,,,2.430,2012
Kepler-55,c,Transit,42.15164180,,,1.11000,0.197,0.197,,,,,4362.00,0.62,0.58,,,,2.210,2012
Kepler-56,b,Transit,10.50342940,,,5.12000,0.343,0.343,,,,,4931.00,1.37,3.14,,,,3.840,2012
Kepler-56,c,Transit,21.40504840,,,12.18000,0.700,0.700,,,,,4931.00,1.37,3.14,,,,7.850,2012
Kepler-57,b,Transit,5.72931960,,,18.86000,0.195,0.195,,,,,5145.00,0.83,0.73,,,,2.190,2012
Kepler-57,c,Transit,11.60925670,,,6.95000,0.138,0.138,,,,,5145.00,0.83,0.73,,,,1.550,2012
Kepler-58,b,Transit,10.21849540,,,1.39000,0.248,0.248,,,,,5843.00,0.95,1.03,,,,2.780,2012
Kepler-58,c,Transit,15.57415680,,,2.19000,0.255,0.255,,,,,5843.00,0.95,1.03,,,,2.860,2012
Kepler-59,b,Transit,11.86817070,,,2.05000,0.098,0.098,,,,,6074.00,1.04,0.94,,,,1.100,2012
Kepler-59,c,Transit,17.98012350,,,1.37000,0.177,0.177,,,,,6074.00,1.04,0.94,,,,1.980,2012
Kepler-6,b,Transit,3.23472300,0.045670,0.000000,0.66900,1.323,1.323,0.35200,86.800,,,5826.00,,1.08,,,,14.830,2010
Kepler-60,b,Transit,7.13161850,,,0.25000,0.203,0.203,,,,,5915.00,1.11,1.50,,,,2.280,2012
Kepler-60,c,Transit,8.91934590,,,0.56000,0.220,0.220,,,,,5915.00,1.11,1.50,,,,2.470,2012
Kepler-60,d,Transit,11.90161710,,,0.68000,0.227,0.227,,,,,5915.00,1.11,1.50,,,,2.550,2012
Kepler-7,b,Transit,4.88552500,0.062240,0.000000,0.43300,1.478,1.478,0.16600,86.500,,,5934.00,,1.78,,,,16.567,2010
Kepler-8,b,Transit,3.52254000,0.048300,0.000000,0.60300,1.419,1.419,0.26100,84.070,,,6025.00,,1.56,,,,15.906,2010
Kepler-9,b,Transit,19.24000000,0.140000,0.150000,0.25200,0.842,0.842,0.52400,,,,5777.00,,1.01,,,,9.438,2010
Kepler-9,c,Transit,38.91000000,0.225000,0.130000,0.17100,0.823,0.823,0.38300,,,,5777.00,,1.01,,,,9.225,2010
Kepler-9,d,Transit,1.59285100,0.027300,,,0.146,0.146,,,,,5777.00,,1.01,,,,1.640,2011
LKCA 15,b,Imaging,40000.00000000,,,6.00000,,,,,,,,,,,,,,2011
Lupus-TR-3,b,Transit,3.91405000,0.046400,0.000000,0.81000,0.890,0.890,1.40000,88.300,2000.00,,5000.00,0.87,0.82,,,,9.976,2007
MOA 2007-BLG-192L,b,Microlensing,,,,0.01000,,,,,,,,,,,,,,2008
MOA 2007-BLG-400L,b,Microlensing,,,,0.90000,,,,,,,,,,,,,,2008
MOA 2008-BLG-310L,b,Microlensing,,,,0.23000,,,,,,,,,,,,,,2009
MOA 2009-BLG-266L,b,Microlensing,2780.00000000,,,0.03270,,,,,,,,,,,,,,2011
MOA 2009-BLG-319L,b,Microlensing,,,,0.15700,,,,,,,,,,,,,,2010
MOA 2009-BLG-387L,b,Microlensing,1970.00000000,,,2.60000,,,,,,,,,,,,,,2011
MOA 2010-BLG-477L,b,Microlensing,,2.000000,,1.50000,,,,,2300.00,,5950.00,0.67,,,,,,2012
NGC 4349 127,b,Radial Velocity,677.80000000,2.380000,0.190000,,,,,,,,,,,,,,,2007
NN Ser,c,Eclipse Timing Variations,5660.00000000,5.380000,,6.91000,,,,,,,,,,,,,,2010
NN Ser,d,Eclipse Timing Variations,2830.00000000,3.390000,,2.28000,,,,,,,,,,,,,,2009
NY Vir,b,Eclipse Timing Variations,2900.00000000,3.300000,,2.30000,,,,,,,,,,,,,,2011
OGLE 2003-BLG-235L,b,Microlensing,,,,2.60000,,,,,,,,,,,,,,2004
OGLE 2005-BLG-169L,b,Microlensing,3300.00000000,,,0.04000,,,,,,,,,,,,,,2005
OGLE 2005-BLG-390L,b,Microlensing,3500.00000000,,,0.01700,,,,,,,,,,,,,,2005
OGLE 2005-BLG-71L,b,Microlensing,3600.00000000,,,3.80000,,,,,,,,,,,,,,2005
OGLE 2006-BLG-109L,b,Microlensing,1825.00000000,,,0.71000,,,,,,,,,,,,,,2008
OGLE 2006-BLG-109L,c,Microlensing,5100.00000000,,0.110000,0.27000,,,,59.000,,,,,,,,,,2008
OGLE 2007-BLG-368L,b,Microlensing,,,,0.06940,,,,,,,,,,,,,,2008
OGLE-TR-056,b,Transit,1.21191096,0.019420,0.000000,1.39000,1.378,1.378,0.68000,73.720,,15.300,6050.00,1.23,1.36,,,,15.446,2002
OGLE-TR-10,b,Transit,3.10127800,0.043400,,0.62000,1.250,1.250,0.40000,90.000,,14.930,5950.00,1.14,1.17,,,,14.011,2004
OGLE-TR-111,b,Transit,4.01610000,0.046890,,0.55000,1.051,1.051,0.59000,88.250,,15.550,5040.00,0.85,0.83,,,,11.781,2004
OGLE-TR-113,b,Transit,1.43247520,0.022890,,1.26000,1.093,1.093,1.20000,87.800,600.00,14.420,4790.00,0.78,0.77,,,,12.251,2004
OGLE-TR-132,b,Transit,1.68986800,0.030350,,1.18000,1.200,1.200,0.85000,83.400,2500.00,15.720,6210.00,1.30,1.32,,,,13.451,2004
OGLE-TR-182,b,Transit,3.97910000,0.051000,0.000000,1.01000,1.130,1.130,,85.700,,,5924.00,1.14,1.14,,,,12.666,2007
OGLE-TR-211,b,Transit,3.67724000,0.051000,0.000000,1.03000,1.360,1.360,,87.200,,,6325.00,1.33,1.64,,,,15.244,2007
OGLE2-TR-L9,b,Transit,2.48553350,0.030800,,4.50000,1.610,1.610,,79.800,,,6933.00,1.52,1.53,,,,18.046,2007
Oph 11,b,Imaging,730000.00000000,,,21.00000,,,,,,,,,,,,,,2012
PSR B1257+12,b,Pulsar Timing,25.26200000,0.190000,0.000000,0.00007,,,,,,,,,,,,,,1992
PSR B1257+12,c,Pulsar Timing,66.54190000,0.360000,0.018600,0.01300,,,,53.000,,,,,,,,,,1992
PSR B1257+12,d,Pulsar Timing,98.21140000,0.460000,0.025200,0.01200,,,,47.000,,,,,,,,,,1992
PSR B1620-26,b,Pulsar Timing,36525.00000000,23.000000,,2.50000,,,,55.000,,,,,,,,,,1994
Pr0201,b,Radial Velocity,4.42640000,,0.000000,0.54000,,,,,,,6174.00,1.23,1.17,,,,,2012
Pr0211,b,Radial Velocity,2.14510000,,0.000000,1.84400,,,,,,,5326.00,0.95,0.87,,,,,2012
Qatar-1,b,Transit,1.42003300,0.023430,0.000000,1.09000,1.164,1.164,0.91800,83.470,,,4861.00,0.85,0.82,,,,13.047,2010
Qatar-2,b,Transit,1.33711820,0.021490,0.000000,2.48700,1.144,1.144,2.20800,88.300,,,4645.00,0.74,0.71,,,,12.823,2011
SR 12 AB,c,Imaging,,,,13.00000,,,,,,,,,,,,,,2011
SWEEPS-11,b,Transit,1.79600000,0.030000,,9.70000,1.130,1.130,,,8500.00,,,1.10,1.45,,,,12.666,2006
SWEEPS-4,b,Transit,4.20000000,0.055000,,3.80000,0.810,0.810,,,8500.00,,,1.24,1.18,,,,9.079,2006
TrES-1,b,Transit,3.03006500,0.039250,0.000000,0.75200,1.067,1.067,0.76900,90.000,152.30,11.790,5230.00,0.88,0.81,,,0.780,11.960,2004
TrES-2,b,Transit,2.47063000,0.035560,0.000000,1.19900,1.272,1.272,0.77000,83.620,213.00,11.411,5850.00,0.98,1.00,,,0.619,14.258,2006
TrES-3,b,Transit,1.30618581,0.022820,0.000000,1.91000,1.336,1.336,0.99400,81.850,228.00,12.402,5650.00,0.93,0.83,,,0.712,14.975,2007
TrES-4,b,Transit,3.55394500,0.050910,0.000000,0.91900,1.799,1.799,0.20900,82.860,492.00,11.592,6200.00,1.40,1.85,,,0.520,20.165,2007
TrES-5,b,Transit,1.48224460,0.024460,0.000000,1.77800,1.209,1.209,1.25000,84.529,360.00,,5171.00,0.89,0.87,,,,13.552,2011
UScoCTIO 108,b,Imaging,,,,14.00000,,,,,,,,,,,,,,2007
V391 Peg,b,Pulsar Timing,1170.00000000,1.700000,0.000000,3.20000,,,,,,,,,,,,,,2007
WASP-1,b,Transit,2.51994490,,0.000000,0.91800,1.514,1.514,0.32800,88.650,408.00,11.790,6110.00,1.30,1.52,,,0.928,16.970,2006
WASP-10,b,Transit,3.09276160,0.037810,,3.15000,1.030,1.030,3.91000,89.500,90.00,,4675.00,0.75,0.70,,,,11.545,2008
WASP-11,b,Transit,3.72247470,0.043500,0.000000,0.48700,1.005,1.005,0.59400,88.600,121.70,,4980.00,0.83,0.79,,,,11.265,2008
WASP-12,b,Transit,1.09142300,0.022900,0.049000,1.41000,1.790,1.790,0.24000,83.100,,,6300.00,1.35,1.57,,,,20.100,2008
WASP-13,b,Transit,4.35301100,0.053620,0.000000,0.47700,1.389,1.389,0.22200,85.190,155.00,,5826.00,1.09,1.56,,,,15.569,2008
WASP-14,b,Transit,2.24375200,0.036000,0.091000,7.34100,1.281,1.281,4.65600,84.320,160.00,,6475.00,1.21,1.31,,,,14.360,2008
WASP-15,b,Transit,3.75206560,0.049900,0.000000,0.54200,1.428,1.428,0.24700,85.500,,,6300.00,1.18,1.48,,,,16.010,2008
WASP-16,b,Transit,3.11860090,0.042100,0.000000,0.85500,1.008,1.008,1.10400,85.220,,,5700.00,1.02,0.95,,,,11.300,2009
WASP-17,b,Transit,3.73544170,0.051000,0.129000,0.49000,1.740,1.740,0.12200,87.800,400.00,,6550.00,1.20,1.38,,,,19.500,2009
WASP-18,b,Transit,0.94145299,0.020260,0.009200,10.43000,1.165,1.165,8.78000,86.000,100.00,9.303,6400.00,1.28,1.23,HD 10069,HIP 7562,0.460,13.059,2009
WASP-19,b,Transit,0.78884000,0.016550,0.004600,1.16800,1.386,1.386,0.58300,79.400,250.00,,5500.00,0.97,0.99,,,,15.536,2009
WASP-2,b,Transit,2.15222600,,0.000000,0.91400,1.117,1.117,0.87000,84.800,165.80,11.980,5200.00,0.89,0.84,,,,12.520,2006
WASP-21,b,Transit,4.32248200,0.052000,0.000000,0.30000,1.070,1.070,0.31900,88.750,242.00,,5800.00,1.01,1.06,,,,11.994,2010
WASP-22,b,Transit,3.53273130,0.046980,0.000000,0.58800,1.158,1.158,0.50300,88.260,300.00,,5958.00,1.11,1.22,,,,12.980,2010
WASP-23,b,Transit,2.94442560,0.037600,0.062000,0.88400,0.962,0.962,,88.390,,,5150.00,0.78,0.77,,,,10.783,2011
WASP-24,b,Transit,2.34121242,0.036510,0.000000,1.07100,1.300,1.300,0.64800,83.640,,,6075.00,1.18,1.33,,,,14.571,2010
WASP-25,b,Transit,3.76482500,0.047300,0.000000,0.58000,1.220,1.220,0.42200,88.000,,,5703.00,1.00,0.92,,,,13.675,2010
WASP-26,b,Transit,2.75660040,0.039850,0.000000,1.02800,1.281,1.281,0.64900,82.910,250.00,,5939.00,1.11,1.30,,,,14.359,2010
WASP-28,b,Transit,3.40882100,0.045500,0.046000,0.91000,1.120,1.120,,89.100,,,,,,,,,12.554,2010
WASP-29,b,Transit,3.92272700,0.045700,0.030000,0.24400,0.792,0.792,0.65000,88.800,70.00,,4800.00,0.82,0.81,,,,8.878,2010
WASP-3,b,Transit,1.84683500,0.031510,0.000000,1.76000,1.290,1.290,1.03700,84.930,220.00,,6400.00,1.24,1.31,,,,14.500,2007
WASP-31,b,Transit,3.40590960,0.046590,0.000000,0.47800,1.549,1.549,0.17200,84.410,360.00,,6302.00,1.16,1.25,,,,17.363,2010
WASP-32,b,Transit,2.71865900,0.039400,0.018000,3.60000,1.180,1.180,2.92600,85.300,,,6100.00,1.10,1.11,,,,13.227,2010
WASP-33,b,Transit,1.21986690,0.025550,,4.10000,1.497,1.497,,87.670,116.00,8.142,7430.00,1.50,1.44,HD 15082,HIP 11397,0.270,16.780,2010
WASP-34,b,Transit,4.31767820,0.052400,0.038000,0.59000,1.220,1.220,0.45200,85.200,120.00,,5700.00,1.01,0.93,,,,13.675,2010
WASP-35,b,Transit,3.16157500,0.043170,0.000000,0.72000,1.320,1.320,0.42600,87.960,,,5990.00,1.07,1.09,,,,14.796,2011
WASP-36,b,Transit,1.53736530,0.026430,0.000000,2.30300,1.281,1.281,1.45800,83.610,450.00,,5959.00,1.04,0.95,,,,14.359,2010
WASP-37,b,Transit,3.57746900,0.044600,0.000000,1.80000,1.160,1.160,1.53000,88.820,343.00,,5800.00,0.93,1.00,,,,13.002,2010
WASP-38,b,Transit,6.87181500,0.075220,0.031400,2.69100,1.094,1.094,2.74000,88.690,110.00,,6150.00,1.20,1.33,HD 146389,,,12.263,2010
WASP-39,b,Transit,4.05525900,0.048600,0.000000,0.28000,1.270,1.270,0.18600,87.830,230.00,,5400.00,0.93,0.90,,,,14.235,2011
WASP-4,b,Transit,1.33823187,0.023120,0.000000,1.23700,1.413,1.413,0.77400,88.800,300.00,,5500.00,0.93,0.91,,,,15.838,2007
WASP-41,b,Transit,3.05240100,0.040200,0.000000,0.92000,1.200,1.200,0.66500,87.700,180.00,,5450.00,0.93,0.90,,,,13.451,2010
WASP-42,b,Transit,4.98168720,0.054800,0.060000,0.50000,1.080,1.080,0.52800,88.250,160.00,,5200.00,0.88,0.86,,,,12.106,2012
WASP-43,b,Transit,0.81347500,0.014200,0.000000,1.78000,0.930,0.930,2.93900,82.600,80.00,,4400.00,0.58,0.60,,,,10.424,2011
WASP-44,b,Transit,2.42380390,0.034730,0.000000,0.88900,1.140,1.140,0.81100,86.020,,,5410.00,0.95,0.93,,,,12.778,2011
WASP-45,b,Transit,3.12608760,0.040540,0.000000,1.00700,1.160,1.160,0.85100,84.470,,,5140.00,0.91,0.94,,,,13.002,2011
WASP-46,b,Transit,1.43037000,0.024480,0.000000,2.10100,1.310,1.310,1.25000,82.630,,,5620.00,0.96,0.92,,,,14.684,2011
WASP-47,b,Transit,4.15913990,0.052000,0.110000,1.14000,1.150,1.150,0.98400,89.200,200.00,,5350.00,1.08,1.15,,,,12.890,2012
WASP-48,b,Transit,2.14363400,0.034440,0.000000,0.98000,1.670,1.670,0.27900,80.090,,,5920.00,1.19,1.75,,,,18.719,2011
WASP-49,b,Transit,2.78173870,0.037900,0.000000,0.37800,1.115,1.115,0.36300,84.890,170.00,,5600.00,0.94,0.98,,,,12.498,2012
WASP-5,b,Transit,1.62843142,0.027020,0.000000,1.56800,1.167,1.167,1.22400,85.580,300.00,,5700.00,1.00,1.08,,,,13.081,2007
WASP-50,b,Transit,1.95509590,0.029450,0.009000,1.46800,1.153,1.153,1.27400,84.740,230.00,,5400.00,0.89,0.84,,,,12.924,2011
WASP-55,b,Transit,4.46563300,0.053300,0.200000,0.57000,1.300,1.300,0.34600,89.200,330.00,,5960.00,1.01,1.06,,,,14.572,2012
WASP-6,b,Transit,3.36100600,0.042100,0.054000,0.50300,1.224,1.224,0.35900,88.470,,,5450.00,0.88,0.87,,,,13.720,2008
WASP-61,b,Transit,3.85590000,0.051400,0.260000,2.06000,1.240,1.240,1.42300,89.350,480.00,,6320.00,1.22,1.36,,,,13.899,2012
WASP-62,b,Transit,4.41195300,0.056700,0.210000,0.57000,1.390,1.390,0.27900,88.300,160.00,,6280.00,1.25,1.28,,,,15.581,2012
WASP-63,b,Transit,4.37809000,0.057400,0.220000,0.38000,1.430,1.430,0.17300,87.800,330.00,,5570.00,1.32,1.88,,,,16.029,2012
WASP-66,b,Transit,4.08605200,0.054600,0.110000,2.32000,1.390,1.390,1.14400,85.900,380.00,,6580.00,1.30,1.75,,,,15.581,2012
WASP-67,b,Transit,4.61442000,0.051700,0.200000,0.42000,1.400,1.400,0.21300,85.800,225.00,,5240.00,0.87,0.87,,,,15.693,2012
WASP-7,b,Transit,4.95465800,0.061800,0.000000,0.96000,1.330,1.330,0.54500,89.600,140.00,,6400.00,1.28,1.43,HD 197286,,,14.908,2008
WASP-78,b,Transit,2.17517632,0.036200,0.000000,0.89000,1.700,1.700,0.23940,83.200,550.00,,6100.00,1.17,1.60,,,,19.055,2012
WASP-79,b,Transit,3.66238660,0.053500,0.000000,0.90000,2.090,2.090,2.77970,83.300,240.00,,6600.00,1.38,1.53,,,,23.427,2012
WASP-8,b,Transit,8.15871500,0.080100,0.310000,2.24400,1.038,1.038,,88.550,87.00,,5600.00,1.03,0.94,,,,11.630,2008
WTS-1,b,Transit,3.35205700,0.047000,0.100000,4.01000,1.490,1.490,1.61000,85.500,3200.00,,6250.00,1.20,1.15,,,,16.700,2012
XO-1,b,Transit,3.94150685,0.049000,0.000000,0.92000,1.210,1.210,0.64000,88.800,172.00,11.190,5750.00,1.03,0.94,,,0.660,13.563,2006
